3241601

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     215.18            126.58            119.06             25.59
2                     194.72             42.61             39.84              0.00
4                     314.55            229.56            216.26             60.70
8                     222.66            149.21            140.41             47.69
16                    154.50            106.96            100.55             52.72
32                    231.43            187.58            176.57             75.17
64                    137.73             80.92             75.94             25.19
128                   191.76            110.34            103.71             21.49
256                   163.33            134.67            126.65             77.37
512                   221.08            135.19            127.15             32.46
1024                  176.74            114.79            107.88             42.57
2048                  206.29            166.80            156.92             74.84
4096                  134.37             76.13             71.43             18.46
8192                  278.31            147.03            138.28              5.06
16384                 411.63            204.24            192.21              0.00
32768                 667.68            329.36            310.21              0.00
65536                 644.06            258.46            243.40              0.00
131072                931.04            432.23            407.32              0.00
262144               1217.51            610.66            575.74              0.00
