3243798

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     180.06            123.64            116.26             51.48
2                     198.17            154.91            145.79             70.32
4                     181.24            120.18            112.96             45.95
8                     154.81            106.45            100.05             51.66
16                    157.12            117.41            110.34             64.01
32                    255.51            157.28            147.93             33.59
64                    207.94            161.01            151.42             69.01
128                   265.75            177.75            167.21             47.37
256                   203.91            131.18            123.29             41.01
512                   191.23            120.12            112.86             36.99
1024                  151.02            120.03            112.78             72.52
2048                   75.17             58.48             54.76             69.52
4096                  129.05            100.62             94.48             69.90
8192                  264.69            139.07            130.74              3.91
16384                 259.70            112.37            105.55              0.00
32768                 614.43            312.16            293.95              0.00
65536                 622.79            251.55            236.81              0.00
131072                941.51            425.51            400.91              0.00
262144               1182.38            624.13            588.22              5.10
