3245551

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     235.07            143.92            135.38             32.67
2                     213.80            180.13            169.51             80.14
4                     173.39            107.89            101.39             35.40
8                     243.06            176.43            165.99             59.86
16                    156.77            113.50            106.63             59.42
32                    182.40            123.92            116.44             49.78
64                    264.75            136.94            128.74              0.72
128                   166.92            129.51            121.73             69.27
256                   126.78             99.49             93.44             70.80
512                   230.87            151.45            142.41             44.23
1024                  195.14            127.31            119.64             43.30
2048                  255.51            127.21            119.58              0.00
4096                  235.32            159.35            149.85             49.30
8192                  319.93            173.29            163.02             10.05
16384                 452.69            273.98            257.92             30.71
32768                 607.87            306.06            288.18              0.00
65536                 717.30            321.13            302.36              0.00
131072                898.73            431.44            406.32              0.00
262144               1197.18            601.49            566.66              0.00
