3243065

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     230.02            129.86            122.13             17.99
2                     191.10            128.97            121.27             48.76
4                     286.58            208.11            195.91             59.95
8                     161.02            122.76            115.38             66.83
16                    257.92            184.06            173.20             57.36
32                    141.07            116.73            109.72             77.82
64                    236.67            136.82            128.63             22.38
128                   217.32            169.16            159.11             69.73
256                   192.86            134.12            126.12             53.43
512                   309.01            183.77            172.90             27.56
1024                  202.32            175.86            165.45             84.01
2048                  182.64            140.34            131.94             67.94
4096                  230.17            147.59            138.79             40.50
8192                  172.53            121.73            114.41             55.60
16384                 375.62            238.18            224.20             38.69
32768                 676.04            338.52            318.82              0.00
65536                 653.20            271.17            255.30              0.00
131072                887.20            404.26            380.86              0.00
262144               1151.69            549.11            517.46              0.00
