3242605

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     167.93            105.29             98.97             36.71
2                     201.98            136.75            128.63             49.29
4                     248.10            165.53            155.76             46.99
8                     163.55            139.09            130.84             81.30
16                    115.08             75.90             71.20             44.97
32                    144.71            105.89             99.50             60.99
64                    174.33            124.36            116.89             57.24
128                   129.06            100.02             93.97             69.10
256                   114.53             91.40             85.84             73.05
512                   243.89            137.65            129.42             17.91
1024                  218.37            143.65            135.06             44.67
2048                  210.43            169.22            159.19             74.11
4096                  120.94             86.11             80.84             56.91
8192                  246.95            152.61            143.50             34.25
16384                 237.05             57.50             53.85              0.00
32768                 620.27            309.99            291.93              0.00
65536                 641.71            272.21            256.27              0.00
131072                900.37            444.06            418.27              0.00
262144               1078.44            593.33            558.95             13.21
