3248235

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     146.42            112.83            106.06             68.33
2                     169.13            115.66            108.74             50.83
4                     248.19            192.74            181.44             69.44
8                     319.31            238.35            224.44             63.93
16                    187.95            148.72            139.89             71.96
32                    212.37            136.29            128.18             40.65
64                    212.49            149.80            140.92             55.51
128                   205.66            134.27            126.28             43.47
256                   211.94            139.78            131.45             45.10
512                   204.42            125.71            118.16             33.38
1024                  185.30            137.10            128.91             62.61
2048                  207.78            139.72            131.37             48.19
4096                  222.40            151.65            142.60             50.39
8192                  277.04            155.74            146.47             17.18
16384                 415.54            245.88            231.42             26.69
32768                 659.18            325.26            306.15              0.00
65536                 688.51            306.63            288.61              0.00
131072                880.02            381.36            359.18              0.00
262144               1079.75            520.02            489.94              0.00
