3240849

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     161.85            114.62            107.76             56.17
2                     196.95            116.86            109.83             27.08
4                     359.69            239.36            225.38             46.61
8                     225.06            192.54            181.24             82.06
16                    193.64            146.42            137.71             65.71
32                    196.24            161.85            152.27             77.41
64                    199.44            181.97            171.21             89.79
128                   156.34             99.80             93.74             39.68
256                   166.92            121.71            114.39             60.47
512                   171.35            124.93            117.44             60.47
1024                  218.65            115.39            108.44              4.78
2048                  220.00            152.86            143.76             53.29
4096                  237.21            171.51            161.34             59.28
8192                  267.75            169.63            159.56             38.51
16384                 283.18            138.71            130.39              0.00
32768                 636.78            314.13            295.77              0.00
65536                 691.01            314.12            295.81              0.00
131072                818.88            361.88            340.86              0.00
262144               1186.08            555.97            523.97              0.00
