3246019

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     170.79            114.78            107.90             48.09
2                     228.80            116.06            109.10              0.00
4                     232.12            163.25            153.63             55.17
8                     202.89            163.76            154.12             74.61
16                    233.70            166.78            156.93             57.36
32                    193.85            150.39            141.47             69.28
64                    158.34            113.16            106.36             57.52
128                   248.07            199.30            187.53             73.99
256                   182.11            120.15            112.92             45.13
512                   148.77             94.59             88.81             38.99
1024                  226.62            174.09            163.75             67.92
2048                  241.41            184.27            173.34             67.04
4096                  227.62            138.37            130.08             31.38
8192                  157.72            110.61            103.89             54.66
16384                 215.42            131.50            123.58             32.09
32768                 630.51            314.81            296.42              0.00
65536                 768.50            374.89            353.08              0.00
131072                921.71            443.13            417.37              0.00
262144               1174.41            565.20            532.47              0.00
