3248506

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     205.52            141.79            133.43             52.24
2                     167.80            119.12            112.03             56.55
4                     142.56            113.99            107.18             73.34
8                     137.55             96.83             90.94             55.22
16                    199.09            138.95            130.69             53.98
32                    247.59            181.30            170.63             61.15
64                    145.51             77.76             72.95              7.12
128                   127.24             98.65             92.67             69.14
256                   265.23            227.68            214.35             82.48
512                   135.65             93.23             87.51             51.52
1024                  223.23            175.06            164.68             70.75
2048                  246.29            151.40            142.38             33.35
4096                  256.59            205.91            193.75             73.84
8192                  265.06            139.08            130.75              3.64
16384                 200.40             76.25             71.54              0.00
32768                 669.36            335.16            315.66              0.00
65536                 580.27            189.06            177.88              0.00
131072                831.20            465.97            439.02             16.81
262144               1182.52            634.01            597.65              8.22
