3242329

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     258.62            147.30            138.60             19.68
2                     257.50            166.57            156.70             41.97
4                     263.00            211.46            199.05             74.11
8                     143.40             95.07             89.28             45.87
16                    174.90            105.02             98.65             29.16
32                    214.01            153.33            144.22             57.93
64                    305.60            191.80            180.50             36.95
128                   318.33            260.61            245.36             76.47
256                   112.07             84.91             79.70             65.91
512                   147.32             99.96             93.88             49.55
1024                  147.86             97.95             91.96             45.73
2048                  150.35            112.81            106.00             64.58
4096                  226.34            137.31            129.12             31.04
8192                  164.54             77.02             72.26              0.00
16384                 285.77            169.63            159.58             27.23
32768                 653.52            333.97            314.50              0.00
65536                 755.84            353.22            332.65              0.00
131072                837.87            369.09            347.62              0.00
262144               1014.43            555.51            523.51             12.34
