3244074

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     183.20            109.16            102.61             27.85
2                     230.57            168.54            158.59             60.89
4                     191.94            125.81            118.30             44.10
8                     187.50            127.34            119.74             49.76
16                    256.22            202.44            190.56             71.78
32                    153.14            112.48            105.71             61.54
64                    260.48            128.00            120.31              0.00
128                   164.93            137.03            128.86             78.35
256                   157.69            104.67             98.33             46.09
512                   201.38            158.90            149.46             71.58
1024                  190.61            150.75            141.77             71.88
2048                  215.22            142.92            134.38             46.20
4096                  182.00            130.05            122.22             57.50
8192                  169.64            101.05             94.90             27.72
16384                 345.50            182.05            171.25              4.56
32768                 674.94            339.42            319.64              0.00
65536                 626.65            261.29            246.01              0.00
131072                947.95            443.53            417.85              0.00
262144               1111.78            518.64            488.77              0.00
