3245282

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     202.22            145.61            136.98             58.68
2                     175.52            131.15            123.32             64.02
4                     186.59            117.05            110.02             36.79
8                     166.55            119.35            112.19             57.93
16                    120.43             93.54             87.82             69.38
32                    130.70             85.35             80.10             43.39
64                    140.44            107.77            101.27             67.73
128                   232.97            155.90            146.61             47.43
256                   248.44            163.61            153.84             44.86
512                   254.38            168.82            158.76             46.11
1024                  321.19            246.25            231.74             67.66
2048                  231.31            185.63            174.60             73.84
4096                  265.43            125.13            117.58              0.00
8192                  213.05            122.27            114.90             21.00
16384                 382.94            252.68            237.83             45.23
32768                 658.63            308.49            290.43              0.00
65536                 742.75            386.54            364.07              2.16
131072                897.71            396.55            373.50              0.00
262144               1249.14            639.80            602.83              0.00
