3244538

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     204.90            144.75            136.17             55.83
2                     219.43            142.01            133.52             42.01
4                     148.22            109.37            102.76             62.19
8                     282.27            184.50            173.59             43.68
16                    286.35            251.44            236.69             85.25
32                    150.16             77.53             72.73              0.14
64                    237.77            169.74            159.66             57.39
128                   145.75            117.77            110.67             74.72
256                   163.56             99.64             93.57             31.69
512                   194.46            129.41            121.63             46.52
1024                  207.61            151.19            142.14             60.31
2048                  194.10            133.16            125.17             51.32
4096                  285.76            182.37            171.55             39.73
8192                  165.25             96.61             90.71             24.34
16384                 253.99            164.67            154.84             42.32
32768                 679.11            341.04            321.15              0.00
65536                 680.16            307.55            289.55              0.00
131072                871.49            322.16            303.34              0.00
262144               1175.30            652.73            615.07             15.04
