3247026

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     140.36             92.14             86.55             44.29
2                     127.18             91.21             85.69             58.02
4                     173.89            113.53            106.70             43.42
8                     150.77            104.18             97.89             52.40
16                    258.03            179.95            169.34             53.89
32                    175.30            110.07            103.44             36.94
64                    135.26            107.91            101.37             73.02
128                   192.51            131.71            123.79             50.88
256                   226.36            143.24            134.67             38.28
512                   190.78            153.82            144.65             74.45
1024                  267.54            101.54             95.37              0.00
2048                  236.22            151.96            142.91             41.04
4096                  239.91            175.15            164.75             60.69
8192                  243.14            147.82            139.01             31.43
16384                 326.07            187.91            176.79             21.85
32768                 659.95            327.92            308.81              0.00
65536                 757.64            342.25            322.34              0.00
131072                826.55            359.92            339.01              0.00
262144               1252.27            609.62            574.52              0.00
