1368813

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.18
2                       5.60
4                      12.42
8                       6.26
16                      5.47
32                      6.99
64                      7.05
128                     9.11
256                    11.58
512                     7.94
1024                    8.25
2048                    9.12
4096                   14.11
8192                   16.83
16384                  23.44
32768                  36.07
65536                  70.80
131072                150.63
262144                336.25
