1366998

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.77
2                       5.47
4                       4.59
8                       8.01
16                      7.30
32                     10.16
64                      5.17
128                     7.43
256                     7.85
512                     8.30
1024                    9.03
2048                    9.38
4096                   12.72
8192                   18.11
16384                  34.95
32768                  35.75
65536                  59.63
131072                134.46
262144                263.41
