1368479

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.54
2                       7.58
4                      13.41
8                      11.12
16                      5.27
32                     11.68
64                      6.03
128                     8.01
256                    11.26
512                    15.45
1024                   21.33
2048                    9.29
4096                   21.75
8192                   27.01
16384                  23.92
32768                  57.52
65536                 163.84
131072                112.02
262144                285.10
