1367456

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.93
2                       5.85
4                       5.19
8                       5.71
16                      9.66
32                      6.91
64                      5.86
128                    13.95
256                    15.69
512                     8.44
1024                   18.56
2048                   13.67
4096                   32.76
8192                   23.61
16384                  23.52
32768                  35.89
65536                  92.54
131072                169.78
262144                323.99
