1367235

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.74
2                       7.33
4                       5.29
8                       4.71
16                      6.92
32                      5.97
64                      9.38
128                     7.59
256                    11.78
512                    19.77
1024                   15.37
2048                    9.36
4096                   13.82
8192                   22.00
16384                  31.28
32768                  35.98
65536                  60.56
131072                112.72
262144                327.29
