1366534

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.13
2                       5.63
4                       5.28
8                       8.60
16                      6.58
32                      5.64
64                      5.99
128                     7.42
256                     8.32
512                    11.61
1024                    8.42
2048                   16.72
4096                   12.62
8192                   20.09
16384                  27.60
32768                  35.70
65536                  61.35
131072                108.25
262144                268.94
