1368592

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.48
2                      10.48
4                      14.85
8                      13.86
16                      8.64
32                     13.91
64                     17.47
128                     8.25
256                    13.70
512                    13.06
1024                   12.20
2048                   21.70
4096                   16.37
8192                   33.66
16384                  30.32
32768                  35.78
65536                  60.41
131072                109.13
262144                278.72
