1366772

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.26
2                      16.26
4                      10.05
8                       9.90
16                      9.32
32                      7.48
64                      8.62
128                    13.42
256                     9.74
512                    11.67
1024                    9.22
2048                    9.47
4096                   12.87
8192                   18.76
16384                  24.06
32768                  35.77
65536                  60.50
131072                110.35
262144                262.10
