1366659

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.55
2                       4.49
4                       4.58
8                       4.54
16                      5.13
32                      6.80
64                      7.62
128                    17.21
256                    20.70
512                     9.95
1024                    9.34
2048                   13.90
4096                   12.95
8192                   17.80
16384                  23.02
32768                  37.87
65536                  60.60
131072                137.96
262144                310.63
