1363338

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.35
2                       4.71
4                       5.07
8                       7.25
16                      5.46
32                     24.64
64                      9.27
128                     7.85
256                     8.27
512                     9.45
1024                    9.88
2048                   10.20
4096                   13.77
8192                   17.86
16384                  24.29
32768                  36.41
65536                  61.35
131072                109.48
262144                262.07
