1368129

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.78
2                      12.99
4                      10.11
8                       9.07
16                      9.04
32                      7.24
64                      6.06
128                    10.84
256                    13.10
512                    12.50
1024                   12.26
2048                   14.66
4096                   12.83
8192                   20.45
16384                  23.25
32768                  36.03
65536                  65.02
131072                149.92
262144                262.86
