1368925

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      31.46
2                       5.40
4                       5.15
8                       7.78
16                      8.71
32                     10.39
64                     13.04
128                    22.89
256                     9.27
512                    12.44
1024                   14.37
2048                   21.62
4096                   15.14
8192                   22.18
16384                  23.49
32768                  60.44
65536                  77.53
131072                111.83
262144                354.59
