1366406

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.00
2                       5.22
4                       4.73
8                       4.75
16                      5.22
32                      6.94
64                      5.74
128                     7.70
256                    11.40
512                     7.97
1024                    9.78
2048                    9.49
4096                   12.35
8192                   16.74
16384                  22.90
32768                  36.61
65536                  60.43
131072                108.53
262144                258.92
