1368020

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.45
2                       6.91
4                       5.63
8                       5.31
16                      6.35
32                      6.07
64                      9.60
128                    19.69
256                    18.56
512                     7.91
1024                   28.05
2048                   11.57
4096                   13.94
8192                   21.41
16384                  23.66
32768                  37.10
65536                  58.54
131072                107.56
262144                270.10
