1369035

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.77
2                       5.11
4                       7.83
8                       6.02
16                      7.75
32                     17.98
64                      6.33
128                     9.81
256                     7.77
512                    15.27
1024                   17.49
2048                   22.81
4096                   29.93
8192                   29.70
16384                  34.95
32768                  83.55
65536                 164.20
131072                146.91
262144                282.08
