1367680

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.25
2                       5.31
4                      23.77
8                      12.87
16                     52.79
32                     21.22
64                      5.99
128                    14.30
256                    16.14
512                    11.15
1024                   14.52
2048                   10.06
4096                   19.99
8192                   23.12
16384                  23.44
32768                  59.57
65536                  90.65
131072                109.00
262144                295.91
