1367905

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.92
2                       4.68
4                       4.77
8                      11.24
16                      5.57
32                      8.17
64                      7.31
128                     9.28
256                     8.05
512                    11.26
1024                   11.87
2048                    9.47
4096                   15.48
8192                   17.71
16384                  24.29
32768                  34.65
65536                  59.26
131072                106.76
262144                257.54
