1366889

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.27
2                       9.10
4                       4.63
8                       5.08
16                      8.76
32                      6.44
64                      6.01
128                    10.62
256                    10.96
512                    15.61
1024                    9.96
2048                    9.75
4096                   19.33
8192                   17.15
16384                  23.51
32768                  37.14
65536                  60.04
131072                131.93
262144                271.73
