
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.10             19.34             17.83             90.14
2                      11.00              8.39              7.55             65.33
4                      10.98              8.72              7.87             71.34
8                      10.60              8.26              7.43             68.49
16                     10.95              8.19              7.37             62.55
32                     10.78              8.39              7.57             68.32
64                     10.81              8.33              7.49             66.86
128                    11.93              9.22              8.31             67.29
256                    19.67             12.62             11.53             38.86
512                    19.76             12.79             11.68             40.39
1024                   20.04             13.18             12.07             43.10
2048                   20.79             13.71             12.56             43.67
4096                   21.25             13.98             12.81             43.19
8192                   23.08             15.40             14.14             45.62
16384                  27.07             18.50             17.04             49.71
32768                  55.23             39.71             36.96             58.02
65536                  77.41             57.28             53.43             62.33
131072                127.03             96.43             90.16             66.07
262144                223.55            171.63            160.73             67.70
