
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      17.86             16.13             14.84             88.34
2                      10.93              8.35              7.48             65.47
4                      11.11              8.76              7.91             70.31
8                      10.52              8.13              7.33             67.33
16                     10.75              8.18              7.37             65.14
32                     10.60              8.07              7.30             65.35
64                     10.64              8.28              7.45             68.33
128                    11.78              9.10              8.22             67.37
256                    19.68             12.65             11.55             39.16
512                    19.84             12.88             11.76             40.84
1024                   20.08             12.99             11.90             40.45
2048                   20.72             13.52             12.38             41.87
4096                   21.16             13.96             12.78             43.66
8192                   23.03             15.44             14.18             46.51
16384                  26.80             18.32             16.89             49.77
32768                  55.00             39.53             36.79             57.94
65536                  77.44             57.17             53.34             62.00
131072                126.89             97.71             91.37             68.06
262144                224.31            172.85            161.90             68.22
