
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      24.12             21.00             19.39             83.91
2                      11.09              8.64              7.76             68.48
4                      10.85              8.73              7.89             73.27
8                      10.69              8.14              7.33             65.21
16                     10.83              8.17              7.36             63.88
32                     10.65              8.20              7.38             66.81
64                     10.55              8.13              7.34             67.01
128                    11.81              9.09              8.21             66.89
256                    19.65             12.71             11.61             40.32
512                    19.77             12.72             11.63             39.40
1024                   19.98             12.98             11.89             41.10
2048                   20.76             13.60             12.46             42.53
4096                   21.19             13.95             12.77             43.28
8192                   23.09             15.37             14.11             45.29
16384                  26.91             18.30             16.87             49.00
32768                  55.12             39.48             36.72             57.43
65536                  77.48             57.34             53.51             62.35
131072                126.95             96.45             90.21             66.19
262144                224.51            173.14            162.18             68.33
