
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.01             17.18             15.82             88.46
2                      10.99              8.38              7.51             65.21
4                      10.92              8.74              7.90             72.44
8                      10.84              8.16              7.34             63.51
16                     10.79              8.19              7.37             64.76
32                     10.75              8.14              7.34             64.42
64                     10.71              8.24              7.41             66.62
128                    11.79              9.03              8.14             66.09
256                    20.08             13.26             12.13             43.84
512                    19.73             12.81             11.72             40.99
1024                   20.03             13.01             11.90             41.01
2048                   20.77             13.53             12.38             41.55
4096                   21.56             13.95             12.77             40.40
8192                   23.04             15.40             14.14             45.91
16384                  26.89             18.30             16.88             49.13
32768                  55.45             39.56             36.78             56.81
65536                  78.13             57.37             53.51             61.19
131072                127.35             96.58             90.34             65.94
262144                225.47            173.57            162.58             68.08
