
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.58             18.97             17.49             90.82
2                      10.97              8.39              7.53             65.76
4                      10.98              8.77              7.93             72.07
8                      10.63              8.11              7.31             65.57
16                     10.78              8.13              7.33             63.92
32                     10.65              8.10              7.31             65.19
64                     11.02              8.34              7.50             64.37
128                    11.79              9.08              8.20             66.97
256                    19.63             12.58             11.50             38.69
512                    19.77             12.73             11.63             39.49
1024                   20.02             13.08             11.97             42.04
2048                   20.86             13.49             12.35             40.31
4096                   21.11             13.94             12.76             43.77
8192                   23.06             15.42             14.14             45.90
16384                  26.76             18.27             16.83             49.56
32768                  56.06             40.17             37.39             57.51
65536                  78.35             57.61             53.74             61.41
131072                126.78             96.33             90.09             66.20
262144                224.17            172.65            161.72             68.14
