
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      24.52             22.68             20.98             91.23
2                      11.01              8.36              7.51             64.77
4                      10.89              8.69              7.84             71.91
8                      10.74              8.21              7.37             65.69
16                     10.84              8.16              7.34             63.58
32                     10.66              8.15              7.35             65.84
64                     10.63              8.33              7.47             69.13
128                    11.83              9.19              8.30             68.12
256                    19.64             12.66             11.57             39.67
512                    19.76             12.83             11.73             40.94
1024                   20.03             13.05             11.94             41.49
2048                   20.73             13.55             12.42             42.19
4096                   21.34             13.96             12.77             42.19
8192                   23.05             15.31             14.07             45.02
16384                  26.82             18.23             16.82             48.95
32768                  55.16             39.60             36.88             57.79
65536                  77.44             57.27             53.44             62.25
131072                126.88             96.19             89.96             65.88
262144                224.14            172.61            161.65             68.12
