
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.27             18.18             16.70             87.48
2                      10.99              8.35              7.50             64.88
4                      10.86              8.74              7.87             73.05
8                      10.62              8.31              7.48             69.16
16                     10.97              8.36              7.53             65.23
32                     10.79              8.29              7.46             66.38
64                     10.70              8.20              7.38             66.20
128                    11.77              9.03              8.15             66.45
256                    19.60             12.59             11.51             39.06
512                    19.78             12.86             11.74             41.07
1024                   19.99             12.99             11.89             41.17
2048                   20.78             13.52             12.38             41.37
4096                   21.19             13.99             12.81             43.80
8192                   23.06             15.44             14.19             46.26
16384                  26.91             18.29             16.85             48.85
32768                  55.11             39.50             36.77             57.56
65536                  77.21             57.28             53.45             62.72
131072                126.89             96.26             90.03             65.98
262144                224.61            172.72            161.78             67.93
