
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.17             17.34             15.94             88.48
2                      11.02              8.36              7.49             64.42
4                      10.89              8.69              7.85             71.85
8                      10.52              8.16              7.35             67.88
16                     10.73              8.11              7.32             64.18
32                     10.64              8.14              7.34             65.98
64                     10.61              8.30              7.47             69.17
128                    11.78              9.12              8.25             67.66
256                    19.65             12.60             11.52             38.78
512                    19.82             12.89             11.77             41.15
1024                   19.95             12.97             11.88             41.24
2048                   20.75             13.57             12.41             42.18
4096                   21.21             14.09             12.91             44.84
8192                   23.15             15.45             14.19             45.72
16384                  27.08             18.50             17.03             49.63
32768                  55.25             39.76             37.01             58.14
65536                  77.61             57.48             53.64             62.47
131072                127.08             96.52             90.28             66.14
262144                225.23            173.45            162.48             68.13
