
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      23.43             20.59             19.01             85.07
2                      11.02              8.51              7.68             67.21
4                      10.91              8.73              7.88             72.41
8                      10.63              8.19              7.38             66.99
16                     10.85              8.11              7.32             62.56
32                     10.77              8.14              7.34             64.26
64                     10.82              8.31              7.45             66.24
128                    11.85              9.10              8.21             66.47
256                    19.69             12.60             11.51             38.43
512                    19.78             12.76             11.64             39.67
1024                   19.97             13.05             11.92             41.87
2048                   20.72             13.64             12.48             43.25
4096                   21.24             14.00             12.80             43.48
8192                   23.16             15.48             14.21             45.92
16384                  26.84             18.36             16.92             49.83
32768                  55.18             39.74             36.96             58.22
65536                  78.53             57.29             53.46             60.27
131072                127.11             96.33             90.02             65.81
262144                223.45            172.25            161.23             68.24
