
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      24.50             22.59             20.88             90.84
2                      10.99              8.37              7.53             65.24
4                      11.03              8.81              7.95             72.05
8                      10.64              8.34              7.52             69.38
16                     11.01              8.42              7.56             65.72
32                     10.70              8.16              7.35             65.45
64                     10.65              8.19              7.36             66.54
128                    11.87              9.13              8.24             66.69
256                    19.63             12.57             11.49             38.49
512                    19.95             12.79             11.66             38.63
1024                   20.04             13.06             11.97             41.75
2048                   20.77             13.59             12.44             42.27
4096                   21.20             14.00             12.82             43.79
8192                   23.12             15.54             14.27             46.93
16384                  26.89             18.28             16.84             48.86
32768                  55.07             39.63             36.88             58.13
65536                  77.51             57.44             53.44             62.43
131072                129.26             96.51             90.17             63.69
262144                223.93            172.23            161.32             67.95
