
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.04             19.37             17.86             90.65
2                      10.96              8.37              7.51             65.46
4                      11.14              9.07              8.19             74.71
8                      10.72              8.12              7.33             64.53
16                     10.72              8.12              7.32             64.36
32                     10.66              8.13              7.32             65.46
64                     10.58              8.17              7.35             67.23
128                    11.76              9.05              8.18             66.84
256                    19.69             12.56             11.47             37.75
512                    19.76             12.72             11.62             39.44
1024                   19.98             13.03             11.91             41.60
2048                   20.71             13.52             12.39             42.01
4096                   21.22             13.97             12.79             43.35
8192                   23.07             15.45             14.15             46.14
16384                  26.87             19.25             17.77             57.10
32768                  55.21             40.33             37.54             60.38
65536                  77.34             57.30             53.47             62.52
131072                127.10             96.31             90.08             65.82
262144                225.51            173.48            162.50             67.98
