
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.60             18.13             16.68             85.20
2                      11.05              8.36              7.50             64.03
4                      10.84              8.69              7.83             72.52
8                      10.78              8.22              7.39             65.34
16                     11.03              8.13              7.33             60.52
32                     10.79              8.17              7.35             64.42
64                     10.70              8.28              7.43             67.45
128                    11.89              9.07              8.19             65.59
256                    19.76             12.60             11.51             37.80
512                    19.78             12.75             11.66             39.70
1024                   20.08             13.00             11.89             40.45
2048                   20.94             13.58             12.43             40.78
4096                   21.19             14.03             12.87             44.40
8192                   23.02             15.35             14.11             45.63
16384                  26.83             18.32             16.88             49.57
32768                  55.52             39.71             36.87             57.13
65536                  77.75             57.51             53.66             62.27
131072                127.28             96.37             90.14             65.71
262144                224.07            172.36            161.44             67.97
