
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.27             19.28             17.78             88.79
2                      11.29              8.46              7.60             62.87
4                      10.85              8.67              7.83             72.16
8                      10.48              8.07              7.28             66.97
16                     10.74              8.09              7.31             63.67
32                     10.67              8.24              7.41             67.25
64                     10.54              8.22              7.39             68.59
128                    11.78              9.08              8.21             67.13
256                    19.74             12.73             11.63             39.70
512                    19.72             12.81             11.72             41.05
1024                   20.01             13.08             11.97             42.06
2048                   20.71             13.54             12.42             42.28
4096                   21.15             13.96             12.77             43.73
8192                   23.32             15.41             14.14             44.07
16384                  26.87             18.27             16.84             48.90
32768                  55.16             39.65             36.89             57.95
65536                  77.39             57.26             53.43             62.32
131072                126.85             96.77             90.49             66.76
262144                224.15            172.43            161.53             67.98
