
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.88             17.27             15.89             89.92
2                      10.97              8.30              7.45             64.13
4                      10.93              8.86              8.01             74.14
8                      10.69              8.15              7.35             65.39
16                     11.55              8.14              7.34             53.56
32                     10.72              8.16              7.35             65.13
64                     10.62              8.29              7.45             68.66
128                    11.83              9.07              8.18             66.24
256                    19.65             12.59             11.51             38.65
512                    19.75             12.88             11.78             41.66
1024                   20.07             13.13             12.03             42.30
2048                   20.76             13.68             12.53             43.46
4096                   21.16             13.96             12.77             43.59
8192                   23.08             15.43             14.18             46.09
16384                  27.65             18.70             17.26             48.12
32768                  55.06             39.51             36.79             57.72
65536                  77.43             57.32             53.46             62.38
131072                127.19             96.31             90.08             65.71
262144                224.39            172.98            162.04             68.28
