
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.73             19.00             17.53             90.15
2                      10.91              8.31              7.46             65.20
4                      10.97              8.76              7.90             72.13
8                      11.36              8.22              7.40             57.55
16                     10.83              8.16              7.35             63.79
32                     10.62              8.12              7.31             65.69
64                     10.53              8.19              7.36             68.16
128                    11.83              9.04              8.16             65.80
256                    19.85             12.56             11.46             36.36
512                    19.70             12.73             11.64             40.11
1024                   20.01             13.07             11.95             41.92
2048                   20.70             13.48             12.35             41.56
4096                   21.12             13.97             12.78             44.03
8192                   23.10             15.37             14.10             45.18
16384                  26.90             18.29             16.86             48.95
32768                  55.21             39.58             36.84             57.58
65536                  77.49             57.42             53.55             62.52
131072                127.33             96.27             89.86             65.43
262144                224.37            173.46            162.43             68.65
