
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.14             10.30              9.35             80.29
2                      11.27              8.42              7.57             62.43
4                      11.01              9.01              8.13             75.33
8                      10.69              8.28              7.44             67.71
16                     10.92              8.28              7.44             64.44
32                     10.94              8.28              7.45             64.34
64                     10.84              8.31              7.46             66.21
128                    11.95              9.15              8.28             66.24
256                    19.74             12.61             11.52             38.10
512                    19.88             12.87             11.79             40.55
1024                   20.04             13.00             11.92             40.93
2048                   20.79             13.55             12.39             41.56
4096                   21.21             13.99             12.82             43.67
8192                   23.17             15.46             14.20             45.71
16384                  27.79             18.51             17.06             45.61
32768                  55.24             39.67             36.91             57.82
65536                  77.56             57.43             53.56             62.42
131072                127.89             96.15             89.93             64.71
262144                225.79            174.19            163.17             68.38
