
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      25.25             23.67             21.89             92.77
2                      10.92              8.41              7.57             66.82
4                      11.02              8.78              7.93             71.69
8                      10.50              8.24              7.43             69.60
16                     10.80              8.25              7.41             65.63
32                     10.63              8.14              7.34             66.09
64                     10.59              8.26              7.43             68.68
128                    11.83              9.04              8.17             65.93
256                    19.59             12.52             11.44             38.22
512                    19.71             12.74             11.63             40.04
1024                   20.12             13.03             11.93             40.56
2048                   20.75             13.55             12.40             41.95
4096                   21.22             13.95             12.78             43.18
8192                   23.06             15.44             14.17             46.22
16384                  27.70             18.38             16.92             44.93
32768                  55.21             39.54             36.79             57.41
65536                  77.72             57.38             53.51             62.00
131072                127.49             96.84             90.53             66.14
262144                224.99            172.93            161.99             67.87
