4110547

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.76              9.67              8.23             38.15
2                      12.92              9.49              8.09             57.60
4                      17.55              9.99              8.46             10.60
8                      12.25              9.44              8.04             65.13
16                     15.79             13.00             11.13             74.97
32                     15.36             12.71             10.86             75.66
64                     15.01             11.07              9.46             58.31
128                    37.96             24.23             20.91             34.34
256                    23.80             14.28             12.25             22.34
512                    21.48             14.08             12.08             38.79
1024                   23.83             14.86             12.77             29.71
2048                   26.82             15.40             13.23             13.61
4096                   36.00             24.47             21.11             45.39
8192                   40.93             24.26             20.94             20.41
16384                  40.84             27.06             23.39             41.05
32768                  57.85             36.24             31.38             31.13
65536                  97.43             53.64             46.50              5.83
131072                195.01            126.60            109.95             37.77
262144                624.75            261.20            227.04              0.00
