4109764

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      52.86             22.33             19.24              0.00
2                      23.09             11.94             10.22              0.00
4                      28.84             21.31             18.36             58.95
8                      19.58             17.17             14.77             83.68
16                     16.92             13.91             11.94             74.75
32                     22.66             16.21             13.92             53.67
64                     20.74             15.55             13.36             61.11
128                    22.61             14.96             12.84             40.41
256                    24.29             14.40             12.35             19.87
512                    24.40             14.34             12.30             18.27
1024                   26.14             17.08             14.66             38.26
2048                   34.20             21.57             18.58             32.00
4096                   47.42             29.51             25.48             29.68
8192                   43.90             25.62             22.09             17.21
16384                  45.46             30.25             26.14             41.82
32768                  85.23             62.08             53.81             56.97
65536                 219.00            118.66            102.98              2.56
131072                259.72             91.53             79.39              0.00
262144                559.81            228.05            197.95              0.00
