4108495

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.39             11.07              9.44             75.40
2                      30.67             13.18             11.27              0.00
4                      12.05              9.66              8.22             71.00
8                      14.86             11.29              9.63             62.91
16                     14.56             10.74              9.17             58.38
32                     29.41             18.69             16.06             33.29
64                     26.44             13.68             11.71              0.00
128                    34.07             16.33             14.00              0.00
256                    37.25             16.33             14.01              0.00
512                    66.11             30.00             25.89              0.00
1024                   32.79             14.57             12.48              0.00
2048                   62.89             27.22             23.45              0.00
4096                   42.18             23.30             20.09              6.04
8192                   63.66             46.49             40.15             57.22
16384                  52.39             32.83             28.37             31.05
32768                  78.51             38.84             33.60              0.00
65536                  97.59             55.49             48.06             12.39
131072                153.11             99.96             86.71             38.71
262144                537.15            212.13            184.27              0.00
