4109539

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.84              9.59              8.18             72.41
2                      11.97              9.92              8.46             75.75
4                      14.80             10.33              8.81             49.25
8                      13.73             11.06              9.46             71.79
16                     19.66             16.26             13.97             75.70
32                     20.06             13.22             11.33             39.59
64                     26.09             21.96             18.89             78.13
128                    21.36             13.97             11.99             38.38
256                    21.25             13.95             11.96             38.90
512                    24.12             14.27             12.24             19.50
1024                   37.61             20.95             18.04              7.62
2048                   53.24             29.08             25.12              3.81
4096                   30.98             19.22             16.54             28.89
8192                   34.02             22.22             19.10             38.26
16384                  46.59             29.48             25.46             32.76
32768                  65.75             37.50             32.43             12.88
65536                  91.44             56.19             48.69             27.60
131072                162.12             90.22             78.27              8.14
262144                561.18            221.07            191.98              0.00
