4110317

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      22.63             18.72             16.10             75.73
2                      19.47             10.19              8.68              0.00
4                      37.91             28.79             24.85             63.27
8                      11.70              9.47              8.06             72.27
16                     19.99             17.03             14.63             79.72
32                     23.87             14.14             12.13             19.84
64                     15.21             10.82              9.24             52.43
128                    40.27             24.96             21.52             28.87
256                    26.46             16.32             14.03             27.76
512                    21.25             13.85             11.88             37.65
1024                   23.32             15.35             13.03             38.81
2048                   23.36             15.04             12.91             35.51
4096                   37.31             21.73             18.73             16.82
8192                   44.58             22.23             19.16              0.00
16384                  42.61             26.90             23.24             32.40
32768                  56.11             36.24             31.33             36.57
65536                  87.31             54.69             47.39             31.16
131072                142.05             86.80             75.30             26.62
262144                417.35            225.70            196.10              2.27
