4108842

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      17.67             15.12             12.88             80.17
2                      11.96              9.72              8.23             72.77
4                      12.94              9.91              8.40             64.00
8                      29.45             15.48             13.21              0.00
16                     16.37             11.92             10.13             56.06
32                     34.67             19.83             16.97             12.54
64                     14.02             11.45              9.76             73.73
128                    30.10             14.88             12.74              0.00
256                   121.13             82.94             71.85             46.85
512                    25.70             15.79             13.56             26.99
1024                   69.20             32.21             27.82              0.00
2048                   25.39             15.62             13.41             27.16
4096                   46.78             26.40             22.78             10.50
8192                   55.58             31.94             27.62             14.42
16384                  60.36             36.10             31.19             22.20
32768                  71.37             38.97             33.71              3.91
65536                 100.66             53.90             46.65              0.00
131072                226.13            123.13            106.81              3.57
262144                791.05            363.96            316.10              0.00
