4108270

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      26.14             13.18             11.19              0.00
2                      29.69             17.52             15.04             19.07
4                      16.25              9.94              8.45             25.28
8                      26.88             11.19              9.55              0.00
16                     13.56             10.69              9.12             68.54
32                     16.93             11.08              9.46             38.09
64                     37.74             12.72             10.86              0.00
128                    35.50             20.35             17.49             13.39
256                    35.18             20.47             17.61             16.50
512                    41.92             14.93             12.81              0.00
1024                   81.91             32.59             28.16              0.00
2048                   26.35             15.20             13.04             14.46
4096                   45.63             26.74             23.05             18.05
8192                   42.19             22.52             19.39              0.00
16384                  45.21             29.36             25.34             37.48
32768                  56.87             36.90             31.88             37.37
65536                 101.06             53.67             46.45              0.00
131072                157.52             88.71             76.77             10.36
262144                403.44            202.86            176.06              0.00
