4110204

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.63             10.48              8.95             76.08
2                      15.55             10.68              9.11             46.56
4                      15.02             12.37             10.59             75.06
8                      18.02             11.51              9.86             33.95
16                     42.47             25.45             22.03             22.72
32                     27.52             12.67             10.86              0.00
64                     26.09             10.84              9.26              0.00
128                    25.30             13.93             11.95              4.86
256                    33.45             17.79             15.30              0.00
512                    23.38             14.85             12.74             33.01
1024                   26.08             14.43             12.38              5.90
2048                   26.34             15.52             13.34             18.90
4096                   45.73             24.50             20.99              0.00
8192                   34.31             22.94             19.78             42.50
16384                  41.44             27.00             23.32             38.07
32768                  67.91             38.27             33.10             10.45
65536                 216.10             92.26             80.07              0.00
131072                141.91             86.51             75.08             26.22
262144                450.74            210.44            182.85              0.00
