4107910

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      29.02             16.56             14.20             12.28
2                      14.32             12.09             10.32             78.37
4                      44.01             30.83             26.59             50.46
8                      31.14             14.43             12.34              0.00
16                     35.37             18.32             15.73              0.00
32                     28.66             21.27             18.27             59.52
64                     64.94             55.82             48.34             81.14
128                    32.95             14.83             12.72              0.00
256                    37.55             14.57             12.49              0.00
512                    34.94             14.24             12.20              0.00
1024                   23.09             15.10             12.95             38.26
2048                   37.58             23.90             20.62             33.65
4096                   32.23             21.42             18.47             41.47
8192                   36.36             22.54             19.43             28.86
16384                  77.69             48.57             42.02             30.70
32768                 133.59             36.03             31.14              0.00
65536                  84.97             53.35             46.19             31.55
131072                147.58             86.70             75.16             19.01
262144                436.66            224.57            194.94              0.00
