4110661

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.85              9.62              8.20             72.79
2                      12.04              9.63              8.20             70.59
4                      12.61             10.37              8.84             74.69
8                      14.76             12.67             10.85             80.78
16                     15.67             10.87              9.28             48.23
32                     14.91             11.43              9.76             64.27
64                     15.31             12.67             10.86             75.75
128                    21.69             14.29             12.25             39.62
256                    25.97             15.81             13.57             25.08
512                    28.85             18.97             16.31             39.39
1024                   22.09             14.56             12.49             39.70
2048                   39.61             25.16             21.68             33.36
4096                   45.04             25.81             22.26             13.58
8192                   33.26             22.33             19.23             43.15
16384                  41.04             27.24             23.50             41.29
32768                  60.86             36.91             31.91             24.96
65536                  84.32             53.55             46.37             33.64
131072                141.29             87.75             76.04             29.59
262144                380.49            198.43            172.22              0.00
