4108608

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      64.03             30.63             26.39              0.00
2                      14.07             10.85              9.23             65.13
4                      12.95              9.71              8.25             60.71
8                      15.43             11.39              9.70             58.35
16                     16.01             10.83              9.21             43.76
32                     31.97             22.27             19.17             49.42
64                     29.43             19.21             16.51             38.06
128                    33.50             19.92             17.13             20.71
256                    32.02             13.95             11.97              0.00
512                    40.30             24.43             21.06             24.65
1024                   24.33             14.63             12.55             22.78
2048                   34.48             21.75             18.75             32.14
4096                   62.04             23.64             20.37              0.00
8192                   33.76             22.86             19.70             44.68
16384                  47.37             28.61             24.70             24.04
32768                  91.29             38.34             33.16              0.00
65536                  99.38             58.24             50.45             18.46
131072                181.17             90.67             78.60              0.00
262144                469.16            287.96            250.00             27.52
