4108380

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.37              9.68              8.25             55.29
2                      13.00              9.62              8.18             58.68
4                      24.30             22.32             19.21             89.71
8                      16.46             11.18              9.55             44.68
16                     16.45             10.92              9.33             40.78
32                     20.51             16.46             14.12             71.35
64                     13.94             11.30              9.64             72.56
128                    23.55             15.04             12.89             33.94
256                    21.51             14.05             12.03             38.04
512                    22.78             14.32             12.27             31.05
1024                   22.34             14.55             12.48             37.63
2048                   23.40             15.34             13.15             38.68
4096                   30.76             18.75             16.14             25.56
8192                   66.73             40.91             35.39             27.04
16384                  60.47             35.50             30.68             18.60
32768                  81.05             38.03             32.90              0.00
65536                  99.85             53.83             46.62              1.29
131072                261.35            111.33             96.58              0.00
262144                751.60            242.67            210.72              0.00
