4109086

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      41.86             22.43             19.33              0.00
2                      68.58             45.45             39.27             41.09
4                      23.94              9.87              8.41              0.00
8                      22.98             19.76             17.00             81.07
16                     25.25             16.75             14.48             41.30
32                     17.32             11.44              9.84             40.24
64                     36.69             18.76             16.14              0.00
128                    37.78             17.76             15.25              0.00
256                    40.19             20.17             17.36              0.00
512                    35.54             17.69             15.18              0.00
1024                   30.41             16.37             14.06              0.16
2048                   24.54             15.85             13.60             36.10
4096                   54.36             25.66             22.13              0.00
8192                   57.19             24.16             20.83              0.00
16384                  40.92             27.15             23.43             41.21
32768                  60.15             38.07             32.90             32.88
65536                 254.03            131.74            114.31              0.00
131072                141.54             86.45             74.95             26.49
262144                434.08            207.65            180.20              0.00
