4109313

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      49.27             27.77             23.97             10.32
2                      22.32             18.05             15.53             72.48
4                      19.54             11.21              9.58             13.09
8                      20.20             13.78             11.80             45.52
16                     32.65             13.57             11.52              0.00
32                     39.50             19.40             16.71              0.00
64                     29.03             15.70             13.48              1.07
128                    40.12             20.28             17.46              0.00
256                    23.59             14.17             12.15             22.44
512                    28.80             15.03             12.89              0.00
1024                   34.92             19.19             16.51              4.77
2048                   26.49             16.44             14.12             28.82
4096                   32.67             18.76             16.13             13.75
8192                   36.45             23.21             19.87             33.37
16384                  40.94             27.00             23.30             40.21
32768                  55.89             36.21             31.30             37.13
65536                  84.67             53.46             46.27             32.55
131072                174.99            100.10             86.83             13.76
262144                466.62            215.83            187.35              0.00
