4110431

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.57             12.81             10.97             38.38
2                      12.53              9.71              8.24             65.75
4                      11.60              9.42              8.03             72.84
8                      19.34             11.38              9.73             18.27
16                     23.59             12.58             10.76              0.00
32                     49.21             27.85             24.06             11.23
64                     13.56             10.91              9.32             71.57
128                    24.37             13.68             11.74              8.99
256                    23.64             14.01             12.01             19.86
512                    22.65             14.16             12.15             30.17
1024                   45.48             17.76             15.28              0.00
2048                   34.79             17.51             15.06              0.00
4096                   28.72             18.67             16.08             37.48
8192                   47.70             29.15             25.20             26.38
16384                  41.05             27.03             23.33             39.92
32768                  55.69             36.06             31.21             37.13
65536                  84.57             53.26             46.14             32.14
131072                186.84             99.28             86.20              0.00
262144                381.83            203.96            177.28              0.00
